,carat,cut,color,clarity,depth,table,price,x,y,z
24083,1.53,Premium,G,VS2,61.3,58.0,12228,7.48,7.4,4.56
24997,1.5,Premium,E,VS1,60.1,60.0,13513,7.42,7.48,4.48
3325,0.7,Very Good,D,VS1,62.8,58.0,3375,5.65,5.68,3.56
2969,0.78,Very Good,D,VS2,58.5,56.0,3298,6.08,6.12,3.57
40563,0.41,Ideal,D,VS1,62.1,56.0,1151,4.77,4.8,2.97
32842,0.36,Ideal,F,VS2,61.5,55.0,807,4.6,4.57,2.82
51746,0.76,Ideal,H,SI2,61.7,56.0,2404,5.88,5.86,3.62
30457,0.3,Premium,E,VS2,61.7,60.0,731,4.31,4.28,2.65
4836,0.9,Very Good,I,VS2,58.7,60.0,3709,6.28,6.35,3.71
27519,1.7,Premium,F,VS2,62.8,58.0,18251,7.61,7.54,4.76
25397,1.5,Premium,G,VS1,62.7,58.0,14105,7.25,7.3,4.56
45901,0.52,Ideal,D,SI1,62.2,57.0,1720,5.16,5.13,3.2
36543,0.4,Ideal,F,SI1,62.9,57.0,945,4.7,4.68,2.95
1361,1.0,Fair,G,SI1,65.7,54.0,2964,6.24,6.16,4.07
48258,0.78,Premium,J,SI1,63.0,60.0,1954,5.88,5.82,3.66
24433,1.65,Very Good,H,VS1,62.0,54.0,12686,7.55,7.62,4.7
25660,2.02,Premium,H,SI1,62.2,59.0,14574,8.09,8.05,5.02
2067,0.32,Ideal,E,SI1,61.9,56.0,561,4.39,4.43,2.73
46411,0.63,Good,H,VS1,62.9,54.0,1767,5.47,5.56,3.47
12472,1.08,Premium,H,VS2,62.4,58.0,5250,6.56,6.49,4.07
14817,1.0,Very Good,G,VS2,63.5,59.0,5967,6.33,6.23,3.99
48831,0.61,Ideal,D,SI1,62.0,55.0,2029,5.47,5.44,3.38
23270,1.55,Very Good,D,SI2,58.9,57.0,11284,7.59,7.63,4.48
1469,0.9,Fair,E,SI2,65.8,59.0,2982,6.03,5.98,3.95
46834,0.67,Ideal,G,SI1,62.9,54.0,1809,5.63,5.6,3.53
18943,1.21,Very Good,G,VS2,62.0,58.0,7787,6.73,6.82,4.2
40030,0.41,Ideal,G,SI1,61.6,57.0,1110,4.77,4.81,2.95
50043,0.79,Premium,J,SI1,59.1,57.0,2199,6.08,6.06,3.59
21664,1.25,Ideal,F,VS1,62.0,55.0,9761,6.95,6.91,4.3
46129,0.51,Premium,F,VS1,61.4,58.0,1744,5.15,5.18,3.17
2186,0.8,Ideal,F,SI1,61.0,56.0,3137,5.98,6.05,3.67
11523,1.24,Premium,J,VS2,61.4,59.0,5026,6.91,6.83,4.22
19265,1.51,Very Good,J,VS1,63.5,60.0,7991,7.29,7.23,4.61
4849,0.71,Ideal,F,VS1,61.9,56.0,3710,5.7,5.74,3.54
50842,0.7,Good,D,SI2,58.5,65.0,2310,5.79,5.76,3.38
36351,0.4,Premium,H,VS1,62.7,59.0,938,4.71,4.63,2.93
37624,0.44,Premium,G,SI1,61.9,59.0,990,4.87,4.82,3.0
47884,0.5,Ideal,F,VVS2,60.7,57.0,1912,5.12,5.16,3.12
42672,0.85,Fair,J,I1,65.5,59.0,1334,5.95,5.82,3.86
1949,0.75,Very Good,D,SI1,63.9,56.0,3085,5.73,5.75,3.67
30168,0.31,Very Good,E,VVS2,64.2,55.0,721,4.24,4.3,2.74
20654,1.01,Good,D,VVS2,63.7,57.0,8943,6.29,6.36,4.03
404,0.33,Ideal,H,SI2,61.4,56.0,554,4.85,4.79,2.95
23743,2.0,Premium,J,VS1,62.0,62.0,11793,8.02,7.91,4.94
30271,0.31,Very Good,H,SI1,59.0,57.0,446,4.4,4.44,2.61
7016,0.92,Good,D,SI1,63.1,58.0,4158,6.11,6.16,3.87
37575,0.46,Ideal,G,SI1,61.4,56.0,990,4.97,4.99,3.06
34068,0.5,Premium,F,I1,61.9,58.0,851,5.15,5.05,3.15
5358,1.05,Fair,D,SI2,65.4,59.0,3816,6.3,6.24,4.1
37542,0.39,Ideal,F,VVS2,61.6,55.0,988,4.71,4.74,2.91
7598,1.06,Good,E,SI2,58.8,61.0,4257,6.63,6.67,3.91
48317,0.34,Very Good,G,SI1,61.2,54.0,536,4.53,4.56,2.78
13278,1.01,Good,F,VS2,57.3,62.0,5487,6.63,6.59,3.79
48796,0.7,Premium,F,SI1,60.8,59.0,2023,5.73,5.71,3.48
11324,1.12,Premium,I,VS1,59.6,58.0,4987,6.82,6.77,4.05
20515,1.71,Premium,J,SI1,62.9,58.0,8848,7.64,7.58,4.79
53142,0.78,Ideal,F,SI2,61.2,56.0,2622,5.93,5.97,3.64
33099,0.29,Ideal,E,IF,61.9,57.0,815,4.25,4.29,2.64
29260,0.31,Premium,G,VS2,59.0,60.0,698,4.41,4.37,2.59
40429,0.4,Ideal,J,VVS1,61.9,56.0,1136,4.74,4.79,2.95
37666,0.42,Premium,E,SI1,62.5,55.0,992,4.83,4.8,3.01
38902,0.33,Ideal,E,VVS1,61.7,56.0,1052,4.48,4.46,2.76
26235,2.02,Very Good,H,SI2,62.7,59.0,15666,8.04,7.98,5.02
48323,0.23,Ideal,G,IF,62.8,55.0,536,3.93,3.96,2.48
31790,0.42,Premium,E,SI1,62.7,59.0,773,4.78,4.79,3.0
23833,1.52,Very Good,H,VS1,63.5,60.0,11912,7.28,7.24,4.61
32783,0.31,Ideal,D,VS2,62.1,54.0,804,4.4,4.36,2.72
9891,0.9,Very Good,H,VS1,62.8,59.0,4685,6.07,6.15,3.84
2229,0.9,Fair,H,SI1,66.8,55.0,3145,5.98,5.9,3.97
36699,0.4,Good,G,VS1,59.6,61.0,952,4.82,4.85,2.88
42230,0.62,Premium,E,SI2,58.6,58.0,1291,5.58,5.52,3.25
42964,0.51,Ideal,H,VS2,60.9,56.4,1365,5.15,5.18,3.15
50058,0.57,Ideal,E,VS2,61.3,57.0,2202,5.29,5.38,3.27
31573,0.31,Ideal,E,VVS2,60.8,56.0,767,4.39,4.42,2.68
29942,0.29,Ideal,I,VS1,61.7,56.0,444,4.22,4.27,2.62
10536,1.0,Premium,E,SI1,61.0,61.0,4805,6.45,6.4,3.92
25199,2.1,Very Good,H,SI2,63.3,57.0,13790,8.2,8.08,5.15
21640,1.51,Very Good,E,SI2,61.8,57.0,9731,7.34,7.32,4.53
17396,0.32,Ideal,D,SI2,62.6,56.0,612,4.4,4.38,2.75
18298,1.47,Very Good,H,SI2,59.1,56.0,7438,7.46,7.51,4.42
45769,0.54,Very Good,E,VS2,61.2,58.0,1707,5.21,5.28,3.21
19688,0.3,Ideal,G,VS1,63.1,55.0,624,4.25,4.31,2.7
42877,0.4,Very Good,D,VVS2,61.4,58.3,1359,4.73,4.74,2.9
40125,0.41,Ideal,F,VVS2,61.2,56.0,1115,4.78,4.8,2.93
23005,1.51,Ideal,H,SI1,62.3,53.7,11062,7.33,7.37,4.58
14372,0.3,Ideal,F,VS2,62.7,57.0,605,4.27,4.31,2.69
3655,0.85,Ideal,E,SI2,60.7,55.0,3441,6.14,6.19,3.74
49594,0.71,Ideal,G,SI1,61.4,57.0,2136,5.76,5.8,3.55
50173,0.51,Very Good,D,VVS2,62.4,58.0,2220,5.1,5.13,3.19
34693,0.3,Ideal,F,IF,60.0,59.0,873,4.37,4.39,2.63
43703,0.51,Good,E,VS2,63.1,59.0,1436,5.04,5.07,3.19
40118,0.41,Ideal,F,VVS2,61.0,56.0,1115,4.78,4.82,2.93
27726,2.36,Premium,H,SI2,59.4,58.0,18745,8.69,8.75,5.18
27780,0.32,Premium,H,VS2,62.4,58.0,648,4.36,4.33,2.71
15365,0.3,Very Good,G,VS1,61.7,56.0,605,4.29,4.33,2.66
8354,1.02,Premium,F,SI2,63.0,58.0,4398,6.43,6.37,4.03
304,0.6,Very Good,G,IF,61.6,56.0,2800,5.43,5.46,3.35
6816,1.01,Good,E,SI2,63.7,55.0,4118,6.38,6.31,4.05
13165,1.24,Very Good,I,VS1,61.4,63.0,5444,6.89,6.88,4.23
5671,0.91,Very Good,G,SI1,62.2,57.0,3884,6.12,6.17,3.82
26133,2.2,Very Good,I,SI2,60.2,60.0,15424,8.42,8.49,5.09
26135,1.61,Ideal,F,VS2,62.9,56.0,15426,7.52,7.46,4.71
8648,1.0,Premium,F,SI2,61.6,61.0,4452,6.36,6.33,3.91
11099,1.27,Ideal,J,SI2,61.2,55.7,4931,6.95,6.99,4.27
25655,2.01,Ideal,I,SI1,61.9,56.0,14558,8.16,8.08,5.03
32505,0.37,Ideal,G,VS1,60.9,57.0,798,4.65,4.68,2.84
24391,1.7,Very Good,I,VS1,59.8,59.0,12622,7.7,7.79,4.63
48212,0.76,Very Good,J,VS2,59.9,59.0,1949,5.92,5.94,3.55
38112,0.3,Premium,H,IF,60.4,60.0,1013,4.34,4.3,2.61
33984,0.42,Premium,G,VS2,60.6,59.0,847,4.78,4.85,2.92
9560,1.06,Ideal,H,SI2,60.6,55.0,4622,6.62,6.65,4.02
11589,1.21,Fair,H,VS2,64.5,56.0,5041,6.7,6.66,4.31
30176,0.29,Ideal,G,IF,61.3,56.0,721,4.26,4.29,2.62
12642,1.01,Premium,H,VS1,61.2,61.0,5294,6.44,6.41,3.93
11725,0.34,Good,G,VS2,63.1,57.0,596,4.43,4.47,2.81
34843,0.3,Premium,G,VVS2,61.2,59.0,878,4.35,4.31,2.65
31287,0.33,Ideal,F,SI2,62.3,55.0,450,4.44,4.49,2.78
3729,0.36,Very Good,H,VS2,60.0,62.0,568,4.58,4.62,2.76
46147,0.5,Premium,G,VS1,60.7,60.0,1746,5.12,5.09,3.1
44606,0.53,Premium,G,VS2,62.6,58.0,1607,5.18,5.11,3.22
31130,0.3,Very Good,E,VS1,61.7,56.0,755,4.3,4.33,2.66
23996,1.5,Very Good,G,VS2,62.1,57.0,12156,7.21,7.31,4.51
15125,1.34,Ideal,H,VS2,61.2,56.0,6078,7.09,7.05,4.33
36704,0.32,Premium,G,IF,61.0,59.0,952,4.41,4.38,2.68
52093,0.75,Ideal,F,SI2,62.4,56.0,2458,5.84,5.79,3.63
39073,0.5,Very Good,J,VS2,63.2,60.0,1059,5.06,5.01,3.18
27055,0.28,Premium,H,VVS1,59.9,62.0,646,4.28,4.23,2.55
20382,0.31,Good,H,VVS2,63.6,56.0,625,4.28,4.33,2.74
48845,0.53,Ideal,H,VS2,61.4,56.0,2031,5.2,5.23,3.2
4476,0.94,Very Good,H,SI2,62.7,61.0,3624,6.21,6.24,3.9
53063,0.72,Ideal,H,VS1,61.9,56.0,2608,5.78,5.73,3.56
44546,0.56,Ideal,I,VVS1,60.8,57.0,1605,5.31,5.34,3.24
4180,0.83,Premium,D,SI1,59.7,59.0,3556,6.14,6.12,3.66
41122,0.44,Premium,H,VVS1,60.1,58.0,1196,4.96,4.92,2.97
16820,1.04,Ideal,G,VS2,62.5,57.0,6709,6.49,6.46,4.05
6317,0.94,Premium,E,SI2,62.4,58.0,4027,6.33,6.26,3.93
7831,1.01,Premium,E,SI1,61.6,59.0,4299,6.44,6.42,3.96
48109,0.5,Ideal,G,VVS2,62.3,56.0,1935,5.09,5.05,3.16
41619,0.29,Very Good,E,VS1,58.9,56.0,504,4.35,4.37,2.57
8183,1.02,Ideal,G,SI2,62.0,55.0,4366,6.4,6.51,4.0
5022,0.74,Ideal,D,VS1,61.7,55.0,3746,5.85,5.79,3.59
4880,0.79,Ideal,E,SI1,61.6,55.0,3715,5.94,6.04,3.69
31126,0.43,Very Good,G,SI1,62.9,55.0,754,4.83,4.87,3.05
52204,0.71,Ideal,D,SI2,62.4,55.0,2480,5.71,5.74,3.57
9793,1.01,Ideal,E,SI2,61.1,57.0,4666,6.48,6.52,3.97
44642,0.33,Good,H,VS2,63.8,55.0,521,4.4,4.44,2.82
32015,0.38,Premium,J,VVS2,60.5,59.0,778,4.72,4.69,2.84
42785,0.51,Good,D,SI1,64.0,58.0,1349,5.06,5.03,3.23
37093,0.41,Ideal,E,SI1,62.9,57.0,969,4.76,4.72,2.98
12238,1.04,Ideal,I,VS1,62.4,57.0,5199,6.44,6.48,4.03
53866,0.7,Very Good,F,VS2,62.3,59.0,2744,5.63,5.7,3.53
5340,0.78,Ideal,D,VS2,61.9,56.0,3811,5.89,5.91,3.65
44878,0.5,Premium,G,VS1,58.9,59.0,1629,5.21,5.15,3.05
45944,0.56,Very Good,H,VVS2,59.8,57.0,1723,5.39,5.48,3.25
25952,2.01,Very Good,I,SI1,60.3,59.0,15126,8.14,8.21,4.93
45228,0.46,Very Good,F,VVS1,61.4,57.0,1657,4.95,4.99,3.05
50443,0.58,Ideal,F,VVS2,61.8,56.0,2263,5.37,5.41,3.33
2310,0.92,Premium,H,SI1,60.7,59.0,3165,6.34,6.25,3.82
16657,1.32,Premium,F,SI2,60.6,60.0,6660,7.1,7.05,4.29
8729,0.27,Good,E,VVS1,63.9,57.0,586,4.07,4.1,2.61
11425,1.0,Good,G,VS2,63.6,58.0,5002,6.26,6.35,4.01
21727,1.59,Ideal,G,VS2,61.8,56.0,9794,7.51,7.44,4.62
31612,0.24,Very Good,F,SI1,61.6,57.0,370,4.02,4.05,2.48
24636,1.59,Ideal,H,VVS2,62.6,54.0,12971,7.43,7.47,4.67
47642,0.23,Very Good,D,VVS1,62.4,58.0,530,3.91,3.97,2.46
49835,0.82,Premium,J,SI1,61.2,58.0,2168,5.99,6.04,3.68
40858,0.34,Ideal,F,VVS1,61.6,56.0,1174,4.5,4.53,2.78
26909,2.49,Ideal,J,SI1,63.8,54.0,16915,8.56,8.49,5.45
1010,0.7,Very Good,F,SI1,61.9,58.0,2900,5.71,5.72,3.54
12220,1.0,Premium,F,SI1,60.3,58.0,5197,6.43,6.47,3.89
50375,0.53,Ideal,E,VVS2,62.5,57.0,2250,5.12,5.18,3.22
45334,0.51,Good,E,VS2,63.8,57.0,1662,5.07,5.05,3.23
9091,0.91,Good,E,SI1,60.2,60.0,4523,6.17,6.26,3.74
9231,1.1,Premium,H,SI2,60.9,57.0,4558,6.67,6.62,4.05
48707,0.7,Good,I,VS2,63.6,58.0,2010,5.57,5.59,3.55
21243,1.54,Ideal,H,SI1,61.1,56.0,9391,7.47,7.42,4.56
14894,1.21,Premium,D,SI2,62.2,60.0,5997,6.83,6.8,4.24
819,0.71,Ideal,E,VS2,61.0,55.0,2863,5.79,5.75,3.52
42536,0.4,Ideal,D,VVS2,62.0,56.0,1323,4.74,4.71,2.93
21232,1.15,Ideal,G,VVS1,60.6,56.0,9377,6.83,6.8,4.13
44096,0.52,Ideal,E,SI1,61.6,55.0,1555,5.16,5.19,3.19
13928,1.1,Very Good,F,SI1,60.5,60.0,5667,6.65,6.67,4.03
13055,1.13,Premium,H,SI1,62.1,58.0,5410,6.7,6.66,4.15
53037,0.7,Very Good,F,VS1,62.4,56.0,2604,5.62,5.7,3.53
29274,0.31,Premium,I,VVS2,59.4,59.0,698,4.44,4.41,2.63
2363,0.9,Premium,J,VS1,62.3,56.0,3175,6.23,6.19,3.87
22451,1.5,Premium,H,VS2,61.2,61.0,10478,7.32,7.25,4.46
12933,1.01,Very Good,F,SI1,61.9,58.0,5383,6.41,6.44,3.98
9251,0.9,Very Good,E,SI1,63.2,58.0,4560,6.12,6.1,3.86
42431,0.54,Very Good,F,SI1,64.0,59.0,1314,5.14,5.18,3.3
32993,0.38,Premium,I,VS2,61.8,59.0,812,4.64,4.61,2.86
30001,0.43,Ideal,H,SI1,62.4,56.0,716,4.81,4.83,3.01
15145,1.11,Good,D,SI1,57.8,61.0,6088,6.83,6.78,3.93
38751,0.35,Premium,G,IF,60.6,60.0,1044,4.54,4.57,2.76
5049,0.31,Premium,H,SI1,61.1,55.0,573,4.39,4.35,2.67
20075,1.01,Ideal,F,VS1,61.7,56.0,8552,6.48,6.45,3.99
26683,0.33,Ideal,E,SI2,62.2,54.0,427,4.44,4.46,2.77
43823,0.51,Good,E,SI1,63.9,56.0,1443,5.11,5.07,3.25
40638,0.41,Premium,E,VS1,62.8,58.0,1153,4.72,4.7,2.96
7082,1.04,Premium,E,SI2,61.6,59.0,4164,6.55,6.57,4.04
9593,1.06,Ideal,I,SI1,61.2,56.0,4630,6.64,6.6,4.05
5901,0.92,Premium,I,VVS1,62.4,59.0,3932,6.17,6.14,3.84
22745,1.12,Ideal,F,VVS2,61.3,57.0,10764,6.67,6.7,4.1
5642,0.9,Good,D,SI1,62.4,63.0,3880,6.04,6.13,3.8
17214,1.01,Premium,G,VS1,60.9,58.0,6882,6.47,6.43,3.93
19071,1.39,Premium,G,SI1,61.3,59.0,7848,7.15,7.24,4.41
21898,2.06,Premium,F,I1,58.7,61.0,9967,8.33,8.31,4.88
46516,0.53,Ideal,H,VVS1,60.8,56.0,1781,5.24,5.26,3.19
49449,0.71,Very Good,I,VS2,59.5,57.0,2111,5.85,5.88,3.49
48443,0.51,Ideal,G,VVS2,62.6,57.0,1974,5.12,5.1,3.2
28072,0.3,Premium,D,VS1,60.7,58.0,661,4.34,4.36,2.64
6953,0.93,Very Good,G,SI1,62.3,58.0,4144,6.2,6.29,3.9
53107,0.8,Very Good,G,SI2,63.0,55.0,2616,5.92,5.95,3.74
53187,0.55,Ideal,G,VVS1,61.2,56.0,2632,5.27,5.29,3.23
39373,0.31,Ideal,D,VVS2,61.0,55.0,1074,4.38,4.41,2.68
12644,1.01,Premium,H,VS1,61.2,61.0,5294,6.44,6.41,3.93
4094,0.92,Very Good,F,SI2,60.6,63.0,3534,6.34,6.25,3.81
2803,0.71,Ideal,D,SI1,60.9,57.0,3262,5.75,5.79,3.51
30142,0.32,Premium,G,VS2,62.5,60.0,720,4.38,4.32,2.72
44025,0.51,Ideal,E,SI1,61.3,55.0,1546,5.17,5.11,3.15
38941,0.31,Very Good,H,VS2,62.2,59.0,489,4.34,4.38,2.71
15738,1.01,Ideal,G,VS2,62.0,57.0,6295,6.4,6.44,3.98
694,0.71,Good,G,VS1,63.5,55.0,2853,5.64,5.66,3.59
83,0.38,Ideal,I,SI2,61.6,56.0,554,4.65,4.67,2.87
41261,0.36,Very Good,D,SI2,63.0,59.0,501,4.49,4.52,2.84
4453,0.72,Very Good,D,VS1,59.4,56.0,3619,5.85,5.9,3.49
27530,1.07,Premium,D,IF,60.9,58.0,18279,6.67,6.57,4.03
20882,1.51,Ideal,G,SI2,61.2,56.1,9104,7.39,7.41,4.53
14142,1.22,Premium,G,SI2,60.5,58.0,5739,6.96,6.92,4.2
1032,0.7,Very Good,G,VVS2,63.3,59.0,2905,5.59,5.62,3.55
42317,0.41,Very Good,F,VVS1,62.1,56.0,1295,4.78,4.79,2.97
3252,0.8,Ideal,I,IF,62.4,58.0,3357,5.9,5.96,3.7
46781,0.71,Very Good,J,SI2,60.7,61.0,1805,5.75,5.81,3.51
3663,0.76,Ideal,D,VS2,61.2,57.0,3443,5.89,5.91,3.61
36537,0.4,Good,I,VS1,63.8,55.0,945,4.69,4.65,2.98
41791,0.41,Very Good,E,VVS1,62.9,58.0,1249,4.72,4.75,2.98
45467,0.5,Premium,E,VS2,62.6,58.0,1676,5.12,5.07,3.19
43186,0.58,Ideal,E,SI2,61.4,57.1,1392,5.36,5.38,3.3
48125,0.54,Premium,E,VS1,60.3,58.0,1939,5.26,5.32,3.19
21673,1.58,Good,I,VS1,58.6,62.0,9775,7.59,7.66,4.47
24284,1.5,Very Good,F,VS2,61.3,58.0,12526,7.24,7.29,4.45
11426,1.01,Very Good,E,SI1,63.4,59.0,5002,6.38,6.34,4.03
33793,0.4,Premium,F,VS2,62.6,58.0,842,4.68,4.72,2.94
27277,2.12,Ideal,F,SI2,62.3,57.0,17730,8.19,8.22,5.11
20683,1.12,Very Good,G,IF,60.9,57.0,8962,6.68,6.79,4.1
12412,1.14,Very Good,E,SI2,61.5,58.0,5236,6.66,6.73,4.12
21263,1.7,Ideal,J,VS2,62.5,57.0,9414,7.6,7.63,4.76
26718,0.32,Ideal,F,VS2,61.1,57.0,645,4.4,4.44,2.7
1848,0.76,Premium,E,VS2,61.7,62.0,3064,5.85,5.82,3.6
35516,0.43,Very Good,I,VVS1,63.0,56.0,905,4.83,4.86,3.05
44885,0.5,Ideal,E,VS2,62.2,56.0,1629,5.12,5.11,3.18
21193,1.51,Good,E,SI2,63.1,58.0,9343,7.28,7.31,4.6
7023,1.12,Good,G,SI2,56.7,62.0,4158,6.91,6.86,3.9
52275,0.7,Ideal,H,VS1,61.0,56.0,2492,5.74,5.76,3.51
51636,0.31,Premium,H,VS1,59.7,58.0,544,4.41,4.43,2.64
1128,0.7,Good,F,VS1,63.8,58.0,2919,5.61,5.58,3.57
26038,0.32,Very Good,H,VVS2,61.6,55.0,645,4.42,4.44,2.73
10870,1.11,Good,D,SI2,60.1,63.0,4877,6.68,6.7,4.02
33500,0.32,Ideal,F,VS2,62.8,53.0,828,4.38,4.34,2.74
40478,0.53,Good,E,SI2,63.4,56.0,1141,5.16,5.18,3.28
20677,1.0,Ideal,F,VVS2,61.7,53.0,8958,6.46,6.48,3.99
14352,1.25,Ideal,H,SI2,61.2,57.0,5810,6.93,6.89,4.23
28160,0.3,Ideal,H,VVS1,61.3,57.0,665,4.32,4.36,2.66
35300,0.3,Premium,I,VS1,61.7,58.0,473,4.27,4.32,2.65
8859,1.13,Ideal,I,SI2,61.4,56.0,4481,6.69,6.71,4.12
25265,1.71,Very Good,H,VS1,62.0,56.0,13904,7.64,7.68,4.75
24615,1.39,Ideal,G,IF,60.6,55.0,12943,7.21,7.27,4.39
3744,0.3,Premium,F,VS1,61.0,58.0,570,4.33,4.36,2.65
46300,0.3,Ideal,H,VS1,61.3,56.0,526,4.31,4.33,2.65
47784,0.52,Ideal,G,VVS2,61.6,57.0,1897,5.16,5.2,3.19
24641,1.51,Very Good,H,VVS1,61.5,58.0,12981,7.3,7.39,4.52
22319,1.62,Premium,I,VS1,61.7,59.0,10362,7.55,7.47,4.63
38686,0.39,Good,G,VVS1,61.6,61.0,1041,4.71,4.74,2.91
12199,1.21,Very Good,I,SI1,61.2,62.0,5190,6.81,6.84,4.18
29113,0.34,Premium,H,VS2,62.4,60.0,689,4.44,4.41,2.76
23347,0.3,Ideal,G,SI2,62.0,55.0,422,4.28,4.33,2.67
36285,0.34,Good,E,SI2,63.7,55.0,477,4.43,4.46,2.83
11578,1.2,Premium,H,SI2,62.4,61.0,5040,6.81,6.78,4.24
33661,0.36,Ideal,E,VS1,61.4,54.0,835,4.59,4.63,2.83
43482,0.38,Very Good,E,IF,59.5,57.0,1421,4.77,4.84,2.86
15038,0.3,Ideal,H,VVS2,61.1,55.0,605,4.32,4.36,2.65
27244,2.2,Premium,H,SI2,62.7,58.0,17634,8.33,8.27,5.2
464,0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54
28971,0.31,Very Good,H,SI1,61.0,61.0,435,4.33,4.39,2.66
44741,0.62,Ideal,H,SI1,61.4,56.0,1618,5.51,5.49,3.38
21127,1.58,Premium,F,SI2,62.3,60.0,9290,7.42,7.38,4.61
2820,1.0,Fair,F,SI2,65.1,55.0,3265,6.26,6.23,4.07
13840,1.38,Premium,H,SI2,60.2,60.0,5641,7.31,7.24,4.37
38660,0.42,Premium,D,SI1,61.9,59.0,1040,4.81,4.76,2.96
42354,0.38,Ideal,E,IF,61.4,55.0,1300,4.68,4.7,2.88
25674,2.01,Good,I,SI1,59.4,63.0,14597,8.18,8.26,4.88
41893,0.5,Good,E,SI1,61.8,62.0,1259,5.05,5.08,3.13
18384,0.26,Ideal,F,VS1,62.4,53.0,618,4.11,4.13,2.57
47496,0.55,Ideal,F,VS2,61.4,57.0,1865,5.29,5.25,3.24
6242,1.01,Premium,F,SI2,61.8,59.0,4008,6.41,6.31,3.93
24332,1.54,Premium,G,SI1,61.0,59.0,12592,7.43,7.38,4.52
15462,1.18,Ideal,I,VS2,62.3,55.6,6191,6.73,6.76,4.21
259,0.71,Premium,F,VS1,60.1,62.0,2790,5.77,5.74,3.46
44387,0.41,Ideal,D,VVS1,62.2,56.0,1582,4.8,4.78,2.98
40708,0.73,Fair,F,I1,66.9,54.0,1158,5.62,5.54,3.74
18521,1.6,Premium,J,SI1,62.2,58.0,7550,7.48,7.54,4.67
29538,0.35,Ideal,E,VS2,62.0,56.0,704,4.49,4.51,2.79
41111,0.51,Premium,F,SI2,58.9,60.0,1195,5.24,5.19,3.07
37202,0.34,Ideal,G,IF,61.2,56.0,974,4.53,4.55,2.78
18143,1.0,Very Good,F,VS1,63.7,57.0,7350,6.33,6.35,4.04
17966,1.23,Ideal,H,VS2,62.2,55.0,7260,6.85,6.81,4.25
2951,0.74,Premium,D,VS2,58.0,59.0,3294,6.0,5.93,3.46
11727,0.34,Ideal,G,VS2,61.7,56.0,596,4.48,4.53,2.78
5023,0.91,Ideal,F,SI2,62.2,56.0,3746,6.17,6.14,3.83
9840,1.21,Premium,J,VS1,61.0,60.0,4675,6.88,6.83,4.18
47506,0.74,Good,G,SI1,64.2,59.0,1865,5.69,5.62,3.63
3621,0.8,Ideal,F,VS2,62.7,54.0,3429,5.91,5.95,3.72
30545,0.31,Ideal,D,VS2,62.7,57.0,734,4.3,4.34,2.71
52082,0.84,Ideal,J,VS1,62.0,55.0,2456,6.07,6.06,3.76
19748,1.5,Premium,E,SI2,62.7,59.0,8316,7.3,7.22,4.55
13136,1.06,Very Good,G,SI1,61.3,60.0,5435,6.53,6.55,4.01
29533,0.3,Very Good,F,VS1,59.8,59.0,704,4.3,4.43,2.61
14480,1.2,Premium,H,SI2,62.3,59.0,5846,6.82,6.75,4.23
2312,0.73,Good,F,VVS2,58.2,63.0,3166,5.87,6.01,3.46
42076,0.34,Ideal,D,VVS1,61.8,54.0,1272,4.49,4.54,2.79
51989,0.25,Very Good,E,VVS2,63.2,59.0,548,3.98,4.0,2.52
13211,1.01,Ideal,H,SI1,62.7,56.0,5457,6.37,6.42,4.01
17566,1.2,Ideal,H,VS2,61.2,59.0,7072,6.84,6.89,4.2
5704,0.3,Premium,D,SI2,61.0,61.0,574,4.31,4.25,2.61
40848,0.53,Ideal,I,VS2,61.9,54.0,1173,5.21,5.23,3.23
2165,0.71,Very Good,D,VS2,60.3,62.0,3131,5.69,5.76,3.45
42715,0.54,Ideal,E,SI2,60.7,56.0,1340,5.3,5.25,3.2
36198,0.42,Ideal,F,SI1,61.5,55.0,931,4.82,4.84,2.97
49386,0.73,Premium,H,SI2,61.2,58.0,2102,5.84,5.8,3.56
26242,2.18,Very Good,I,SI2,58.9,60.0,15684,8.51,8.55,5.02
23824,1.68,Ideal,E,SI2,60.4,55.0,11888,7.79,7.7,4.68
35270,0.3,Ideal,E,VVS1,61.5,57.0,895,4.33,4.35,2.67
12042,0.4,Good,I,SI1,63.2,54.0,596,4.67,4.69,2.96
2057,0.32,Very Good,E,SI1,62.2,57.0,561,4.38,4.43,2.74
15448,1.03,Ideal,F,SI1,62.1,56.0,6183,6.5,6.46,4.03
32435,0.43,Premium,E,SI1,60.2,60.0,792,4.89,4.94,2.96
5200,0.9,Very Good,F,SI1,61.3,58.0,3780,6.08,6.13,3.74
867,0.7,Ideal,D,SI1,61.8,56.0,2872,5.63,5.73,3.51
3881,0.9,Very Good,I,VS1,63.5,57.0,3484,6.06,6.03,3.84
19466,1.77,Good,J,SI2,63.4,60.0,8109,7.61,7.65,4.84
12176,1.02,Premium,E,SI1,62.6,58.0,5183,6.44,6.47,4.05
18504,1.02,Good,D,VS2,63.2,58.0,7539,6.36,6.4,4.03
39037,0.37,Ideal,G,IF,61.2,56.0,1056,4.65,4.67,2.85
13744,1.22,Ideal,I,SI1,61.7,57.0,5602,6.91,6.86,4.25
989,0.77,Ideal,D,SI2,62.1,56.0,2896,5.83,5.89,3.64
17950,1.14,Ideal,G,VS1,62.5,56.0,7255,6.69,6.66,4.17
